Id Empresa;Empresa;Departamento;Municipio; NUSD;Nombre del relleno sanitario;Estado del relleno sanitario;Fecha en que adquiri el estado;Fecha de reporte del estado;Ano de reporte de informacion;Fecha de reporte de informacion;Propietario del relleno sanitario;Latitud;Longitud;Altitud;Fecha inicio de operaciones;Fecha terminacion vida util;Vida util (meses);area media que contiene residuos (m2);Profundidad media de los residuos (m);Tiene cerco perimetral;Tiene caseta de entrada;Tiene drenaje de lixiviados;Cuenta con drenaje de aguas lluvias;Tiene impermeabilizacion de fondo;Tipo de impermeabilizacion de fondo;Tiene cobertura final;Tipo de cobertura final;Tiene estacion de pesaje;Aplica compactacion a los residuos dispuestos;Compactacion aplicada a los residuos dispuestos (T/m3);Capacidad de diseno del relleno sanitario (m3);Capacidad disponible (m3);Tipo de relleno sanitario;Tipo de residuos dispuestos;Caracterizacion de residuos;Organicos (%);Vidrio (%);Metal (%);Plastico (%);Papel (%);Carton (%);Otros organicos (%);Otros inorganicos (%);Fecha ultima caracterizacion;Sistema de drenaje de gases;Cantidad de pozos verticales (chimeneas y horizontales);Cuenta con un proyecto de biogas;Tiene programado desarrollar un proyecto de biogas en los proximos cinco (5) anos;Caudal de biogas en la estacion de quemado (m3/h);Contenido de metano en la estacion de quemado (%);Cantidad de lixiviado producido (L/s);Cantidad de lixiviado tratado (L/s);Representante legal de la empresa;Telefono de contacto;Correo electronico de la empresa
1349;COORDINACION DE SERVICIOS PUBLICOS DE ACUEDUCTO;ANTIOQUIA;BURITICA;6780;LA CURVA;1|EN OPERACION;13/05/2008;13/05/2008;2007;13/05/2008;Municipio;3.98033615;-76.21435089;1600;1/05/2000;10/09/2008;ND;ND;ND;SI;NO;SI;SI;SI;ND;NO;Tierra;NO;NO;0;ND;ND;Relleno sanitario;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0;0;GUSTAVO ADOLFO HIGUITA GUZMAN;8527015;alcaldia@buritica.gov.co
3719;MUNICIPIO DE SAN JOAQUIN - SANTANDER;SANTANDER;SAN JOAQUIN;6814;SANTA CLARA;1|EN OPERACION;14/05/2008;14/05/2008;2008;30/11/2009;Municipio;3.98033615;-76.21435089;1970;3/08/2005;29/06/2026;ND;ND;ND;SI;SI;NO;SI;SI;ND;NO;Arena;NO;NO;0;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0;0;GUILLERMO JOSE PILONIETA DIAZ;7159102;alcaldia@sanjoaquin-santander.gov.co
1863;EMPRESAS P˜BLICAS MUNICIPALES DE CONCORDIA E.S.P.;ANTIOQUIA;CONCORDIA;6893;GRANJA MIRS ;1|EN OPERACION;15/05/2008;15/05/2008;2016;7/07/2017;Empresa;3.98033615;-76.21435089;2100;1/10/1996;ND;18;6100;50;SI;NO;SI;SI;NO;Tierra;SI;Tierra;NO;SI;125;ND;350;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;60;0;0;0;0;0;40;0;1/01/2016;Activo;16;NO;NO;ND;ND;125;100;DIEGO ALEJANDRO PALACIO SUAREZ;8446693;gerencia@epmc.gov.co
2541;OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS DE LOURDES;NORTE DE SANTANDER;CUCUTA;6916;LA GUAIMARALA;1|EN OPERACION;16/05/2008;16/05/2008;2008;26/05/2009;Empresa;3.98033615;-76.21435089;325;ND;11/08/2015;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;SI;NO;0.9;ND;ND;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.04;0.04;LORENZO MARTINEZ MONCADA;5866058;UnidadLourdes@yahoo.com
2541;OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS DE LOURDES;NORTE DE SANTANDER;CUCUTA;6933;LA GUAIMARALA;1|EN OPERACION;19/05/2008;19/05/2008;2008;26/05/2009;Empresa;3.98033615;-76.21435089;325;ND;11/08/2015;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;SI;NO;0.9;ND;ND;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.04;0.04;LORENZO MARTINEZ MONCADA;5866058;UnidadLourdes@yahoo.com
20909;UNIDAD DE SERVICIOS PUBLICOS DE LA BELLEZA;SANTANDER;LA BELLEZA;7025;SAYLAN;1|EN OPERACION;20/05/2008;20/05/2008;2009;18/02/2011;Otro;3.98033615;-76.21435089;ND;27/02/2007;ND;0;0;0;SI;SI;SI;SI;NO;ND;NO;Arena;NO;NO;ND;ND;0;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;ND;ND;ROLFE ANTONIO MARIN ORTIZ;7569820;elardi84@hotmail.com
1323;UNIDAD DE SERVICIOS PUBLICOS DEL MUNICIPIO DE BOCHALEMA;NORTE DE SANTANDER;BOCHALEMA;7030;RELLENO SANITARIO DE BOCHALEMA;1|EN OPERACION;20/05/2008;20/05/2008;2008;4/04/2009;Municipio;3.98033615;-76.21435089;0;2/09/1998;ND;ND;ND;ND;NO;NO;SI;SI;SI;ND;NO;Tierra;NO;NO;15;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.02;0;DUGLAS SEPULVEDA CONTRERAS;5863014;unisepublicos@bochalema-nortedesantander.gov.co
1288;ALCALDIA MUNICIPAL DE ASTREA;CESAR;ASTREA;7033;SANTA CRUZ;1|EN OPERACION;20/05/2008;20/05/2008;2007;22/05/2008;Municipio;3.98033615;-76.21435089;88;26/11/1984;18/09/2008;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;0;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.2;0;JUAN MANUEL ORTEGA RAPALINO;5260230;alcaldia@astrea-cesar.gov.co
2380;DEPENDENCIA EMPRESA DE  SERVICIOS PUBLICOS  DE AGUA POTABLE Y ALCANTARILLADO DE GRAMALOTE;NORTE DE SANTANDER;CUCUTA;7058;LA GUAIMARALA;1|EN OPERACION;21/05/2008;21/05/2008;2007;21/05/2008;Otro;3.98033615;-76.21435089;325;ND;11/08/2015;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;SI;NO;17;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0;0;MARIO CRISTOPHER VARGAS RIVEROS;5667045;alcaldia@gramalote-nortedesantander.gov.co
1095;MUNICIPIO DE TOTORO;CAUCA;TOTORO;7079;RELLENO SANITARIO TOTORO;1|EN OPERACION;21/05/2008;21/05/2008;2008;8/10/2009;Municipio;3.98033615;-76.21435089;2750;11/05/2015;13/11/2007;ND;ND;ND;NO;NO;NO;SI;SI;ND;NO;Ninguno;SI;NO;0;ND;ND;Relleno sanitario;ordinarios-industriales-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;0;0;JOSE FERNANDO CONEJO ;8275023;totorocauca@gmail.com
1095;MUNICIPIO DE TOTORO;CAUCA;TOTORO;7080;RELLENO SANITARIO TOTORO;1|EN OPERACION;21/05/2008;21/05/2008;2008;8/10/2009;Municipio;3.98033615;-76.21435089;2750;11/05/2015;13/11/2007;ND;ND;ND;NO;NO;NO;SI;SI;ND;NO;Ninguno;SI;NO;0;ND;ND;Relleno sanitario;ordinarios-industriales-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;0;0;JOSE FERNANDO CONEJO ;8275023;totorocauca@gmail.com
20134;UNIDAD MUNICIPAL DE SERVICIOS PUBLICOS DE CONCORDIA;MAGDALENA;CONCORDIA;7116;LA PIGUA;1|EN OPERACION;22/05/2008;22/05/2008;2008;25/05/2013;Municipio;3.98033615;-76.21435089;22;24/06/1999;3/08/2009;ND;ND;ND;SI;SI;NO;NO;NO;ND;NO;No aplica;NO;NO;77;ND;ND;Relleno sanitario;ordinarios-hospitalarios-escombros-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;0;ND;ND;ND;ND;0;0;PEDRO JESUS OSPINO CASTRO;3484598;alcaldia@concordia-magdalena.gov.co
20102;JUNTA DE SERVICIOS P˜BLICOS DEL MUNICIPIO DE ANGELOPOLIS;ANTIOQUIA;ANGELOPOLIS;7197;SAN ISIDRO;1|EN OPERACION;27/05/2008;27/05/2008;2008;22/04/2009;Municipio;3.98033615;-76.21435089;ND;15/06/2004;ND;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;1;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.1;0.1;JAIME ALBERTO GOMEZ GOMEZ;8421793;serviciospublicosangelopolis@gmail.com
20802;TECNOAMBIENTALES S.A. E.S.P.;SANTANDER;SAN GIL;7201;EL CUCHARO;1|EN OPERACION;27/05/2008;27/05/2008;2006;28/01/2009;Empresa;3.98033615;-76.21435089;1000;ND;15/01/2023;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;0.8;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.01;0.01;Lorena Hernàndez RamÕrez;3100811;tecnoambientales@etb.net.co
1804;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE TIMBIO CAUCA E.S.P.;CAUCA;TIMBIO;7204;LOS ARRAYANES;1|EN OPERACION;27/05/2008;27/05/2008;2006;6/06/2008;Municipio;3.98033615;-76.21435089;1800;20/08/1998;ND;ND;ND;ND;SI;SI;SI;SI;NO;ND;NO;Tierra;NO;NO;24;ND;ND;Relleno sanitario;ordinarios-escombros-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;10.01;10.01;DEISY ALEJANDRA  AGUIRRE  TOSNE;8278937;emtimbioesp@hotmail.com
2560;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE MACEO ;ANTIOQUIA;MACEO;7215;COLINA VERDE;1|EN OPERACION;28/05/2008;28/05/2008;2008;2/10/2009;Otro;3.98033615;-76.21435089;ND;2/06/2005;ND;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;0.2;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.02;0.02;FABIAN AUGUSTO SIERRA MUãETON;8640044;alcaldiamaceo@gmail.com
86;DIRECCION DE SERVICIOS PUBLICOS DOMICILIARIOS DE JERICO-ANTIOQUIA;ANTIOQUIA;JERICO;7233;MARIPOSAS AMARILLAS;1|EN OPERACION;29/05/2008;29/05/2008;2008;14/08/2013;Municipio;3.98033615;-76.21435089;ND;31/08/1996;ND;ND;ND;ND;SI;NO;SI;SI;SI;ND;NO;Tierra;NO;NO;1;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;ND;ND;ND;ND;0.01;0.01;CARLOS AUGUSTO GIRALDO BERMUDEZ;8523101;serviciospublicos@jerico-antioquia.gov.co
20109;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SAN CARLOS AGUAS Y ASEO DEL TABOR;ANTIOQUIA;SAN CARLOS;7235;EL CAIMO;1|EN OPERACION;29/05/2008;29/05/2008;2006;29/05/2008;Municipio;3.98033615;-76.21435089;ND;30/12/1985;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;MARY LUZ QUINTERO DUQUE;8358039;alexgf05@gmail.com
2233;JUNTA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE ZARAGOZA;ANTIOQUIA;ZARAGOZA;7236;EL CRIMINAL;1|EN OPERACION;1/01/1996;29/05/2008;2011;26/02/2013;Municipio;3.98033615;-76.21435089;50;1/01/1996;30/12/2011;240;3.5;4;SI;SI;SI;SI;NO;Arcilla;SI;Arcilla;NO;NO;ND;ND;1128;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;4512;0;VICTOR DARIO PERLAZA HINESTROZA;8388209;alcaldia@zaragoza-antioquia.gov.co
1089;MUNICIPIO DE ITUANGO-ANTIOQUIA;ANTIOQUIA;ITUANGO;7242;FILO DE LA AURORA ;1|EN OPERACION;30/05/2008;3/12/2008;2008;16/12/2009;Municipio;3.98033615;-76.21435089;ND;30/09/1993;29/12/2020;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;0.75;ND;ND;Relleno sanitario;ordinarios-hospitalarios-industriales-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;10;0;CARLOS  MARIO  GALLO  MACHADO ;8643020;ituangotierradepaz@hotmail.com
20102;JUNTA DE SERVICIOS P˜BLICOS DEL MUNICIPIO DE ANGELOPOLIS;ANTIOQUIA;ANGELOPOLIS;7246;RELLENO SANITARIO MUNICIPIO DE ANGELOPOLIS;1|EN OPERACION;30/05/2008;30/05/2008;2008;22/04/2009;Municipio;3.98033615;-76.21435089;ND;15/06/2004;ND;ND;ND;ND;NO;NO;NO;NO;NO;ND;NO;Ninguno;NO;NO;0;ND;ND;Relleno sanitario;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;ND;ND;ND;ND;0;0;JAIME ALBERTO GOMEZ GOMEZ;8421793;serviciospublicosangelopolis@gmail.com
21875;EMPRESA DE ACUEDUCTO;HUILA;NEIVA;7247;LOS ANGELES;3|INACTIVO;8/08/2008;8/08/2008;2007;30/05/2008;Empresa;3.98033615;-76.21435089;514;ND;26/12/2026;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;YINA CARIME POLANIA LEIVA;8380518;emacsaesp@hotmail.com
471;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE TAMARA;CASANARE;TAMARA;7253;LA GRANJA;1|EN OPERACION;30/05/2008;30/05/2008;2009;4/05/2011;Municipio;3.98033615;-76.21435089;1037;2/02/2005;10/11/2010;0;0;0;NO;NO;NO;NO;NO;Ninguno;SI;No aplica;NO;NO;ND;ND;0;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;VITELIO BENITEZ ORTIZ;6361224;tamaracultura@yahoo.com
1407;ALCALDIA MUNICIPAL DE ALBAN - NARIãO;NARINO;ALBAN;7273;CENTRO AMBIENTAL ALTO DE LAS ESTRELLAS;1|EN OPERACION;31/05/2008;31/05/2008;2009;18/03/2011;Municipio;3.98033615;-76.21435089;0;24/10/2005;ND;300;350;6;SI;SI;SI;SI;NO;Otro;SI;Arcilla;NO;SI;6;ND;864000;Relleno sanitario;ordinarios-;SI;0.45;0.05;0.05;0.03;0.02;0.02;0.4;0;1/10/2005;Pasivo;3;NO;NO;ND;ND;0;0;JULIO BOLIVAR MONCAYO ORTIZ;7430136;alcaldia@alban-narino.gov.co
20430;INGEAMBIENTE DEL CARIBE S.A. E.S.P.;BOLIVAR;TURBANA;7293;RELLENO SANITARIO;1|EN OPERACION;1/06/2008;1/06/2008;2008;4/06/2009;Empresa;3.98033615;-76.21435089;0;ND;15/10/2015;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;0.7;ND;ND;Relleno sanitario;ordinarios-hospitalarios-industriales-peligrosos-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;94;94;HENRY SAAVEDRA TRUJILLO;6745502;contabilidad@ingeambientedelcaribe.com.co
1779;JUNTA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE SATIVANORTE;BOYACA;SATIVASUR;7355;VEREDA TICUAQUITA;1|EN OPERACION;3/06/2008;3/06/2008;2006;9/06/2008;Municipio;3.98033615;-76.21435089;2600;ND;ND;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;30;ND;ND;Relleno sanitario;hospitalarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;4;4;JIMENO GARCIA GARCIA;7898139;alcaldia@sativanorte-boyaca.gov.co
1769;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO;SANTANDER;LOS SANTOS;7376;TERES;1|EN OPERACION;4/06/2008;4/06/2008;2008;28/08/2011;Municipio;3.98033615;-76.21435089;0;9/08/1998;ND;ND;ND;ND;SI;SI;NO;NO;NO;ND;NO;Arcilla;NO;NO;0;ND;ND;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;ND;ND;ND;ND;0;0;CARLOS EDUARDO TORRA ACEVEDO;7269650;serviciospublicos@lossantos-santander.gov.co
453;MUNICIPIO DE RESTREPO VALLE;VALLE DEL CAUCA;RESTREPO;7473;VEREDA EL AGUACATE RESTREPO VALLE;1|EN OPERACION;6/06/2008;6/06/2008;2011;21/06/2012;Municipio;3.98033615;-76.21435089;1400;6/12/1996;25/02/2014;180;0;0;SI;SI;SI;SI;NO;Tierra;SI;Tierra;SI;SI;0;ND;0;Relleno sanitario;ordinarios-;SI;61;2.73;1.06;7.87;4.35;5.82;0;0;22/09/2005;Pasivo;0;NO;NO;ND;ND;0;0;MARIA SAIDER VALENCIA  DE ECHEVERRY;2521198;alcaldia@restrepo-valle.gov.co
1412;UNIDAD MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE SAN LUIS; ANTIOQUIA;SAN LUIS;7504;SAN FRANCISCO;1|EN OPERACION;10/06/2008;10/06/2008;2011;29/08/2012;Otro;3.98033615;-76.21435089;ND;1/01/1999;15/06/2012;48;400;10;SI;SI;SI;SI;NO;Otro;SI;Otro;NO;SI;500;ND;7911.47;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;5;NO;NO;ND;ND;0.04;0.04;JOSE MAXIMINO CASTAãO CASTAãO;8348748;serviciospublicos@sanluis-antioquia.gov.co
22036;MUNICIPIO DE UNGUIA;CHOCO;UNGUIA;7511;BASURERO MUNICIPLA;1|EN OPERACION;10/06/2008;10/06/2008;2009;22/04/2010;Municipio;3.98033615;-76.21435089;10;5/01/1998;ND;0;0;0;NO;NO;NO;NO;NO;Tierra;SI;Tierra;NO;NO;ND;ND;0;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;OTONIEL PEREZ SAENZ;0;contactenos@unguia-choco.gov.co
2996;EMPRESA DE SERVICIOS PUBLICOS DE LOS ANDES - SOTOMAYOR;NARINO;LOS ANDES;7515;EL CREDO;1|EN OPERACION;11/06/2008;11/06/2008;2009;22/06/2010;Municipio;3.98033615;-76.21435089;1550;9/06/1999;12/06/2012;18;350;2;SI;SI;SI;SI;NO;Sintetico;SI;Arcilla;NO;SI;2;ND;800;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;65;2;10;10;8;3;1;1;27/03/2009;Pasivo;1;NO;NO;ND;ND;12;0;PAUL EFREN LOPEZ ORTEGA;7287817;emposotogerenteapraez@yahoo.es
2514;EMPRESA DE SERVICIOS PUBLICOS DE COCORNA E.S.P.;ANTIOQUIA;COCORNA;7516;RELLENO SANITARIO MUNICIPAL;1|EN OPERACION;11/06/2008;11/06/2008;2011;11/11/2014;Municipio;3.98033615;-76.21435089;1300;14/12/1997;20/10/2013;24;2000;2;SI;NO;NO;NO;NO;Ninguno;SI;Limo;NO;NO;ND;ND;2000;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;6;NO;NO;ND;ND;0;0;LEDY MARGARTIA QUINTERO RAMIREZ;8344267;esp@cocorna-antioquia.gov.co
21353;ALCALDIA MUNICIPAL ALPUJARRA TOLIMA;TOLIMA;ALPUJARRA;7519;RELLENO MUNICIPAL;1|EN OPERACION;11/06/2008;11/06/2008;2011;6/11/2014;Municipio;3.98033615;-76.21435089;1.2;19/01/2002;27/10/2015;240;3600;30;SI;SI;SI;SI;NO;Tierra;SI;Tierra;NO;SI;0.03;ND;2400;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;SI;30.3;4.1;4.5;6.8;8.2;3.3;1.2;10.3;1/01/2008;Activo;1;NO;NO;ND;ND;4;4;ALEXANDER DIAZ MARTINEZ;2261011;alcaldia@alpujarra-tolima.gov.co
20894;MUNICIPIO DE ZAMBRANO;BOLIVAR;ZAMBRANO;7535;KILOMETRO CUATRO;1|EN OPERACION;29/07/2009;12/06/2008;2006;12/06/2008;Empresa;3.98033615;-76.21435089;ND;11/10/1951;31/12/2008;ND;ND;ND;SI;SI;NO;SI;SI;ND;NO;Arena;NO;NO;1;ND;ND;Relleno sanitario;ordinarios-peligrosos-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0;0;ALBERTO MIGUEL  MURILLO PALMERA;6327040;alcaldia@zambrano-bolivar.gov.co
20110;ALCALDIA DE CARTAGO;NARINO;SAN PEDRO DE CARTAGO;7540;SAN PEDRO DE CARTAGO;1|EN OPERACION;12/06/2008;12/06/2008;2006;12/06/2008;Municipio;3.98033615;-76.21435089;2041;1/01/2004;3/04/2019;ND;ND;ND;SI;SI;NO;NO;SI;ND;NO;Limo;NO;NO;6;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.06;0;Armando Burbano Chicaiza;7264791;alccartago@yahoo.es
20023;MUNICIPIO DE SABANALARGA - ANTIOQUIA;ANTIOQUIA;SABANALARGA;7542;EL JUNQUITO;1|EN OPERACION;12/06/2008;12/06/2008;2009;5/02/2010;Municipio;3.98033615;-76.21435089;ND;1/04/2005;2/10/2011;8;440;2;SI;SI;SI;SI;NO;Ninguno;SI;Arena;NO;SI;6;ND;900;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;6;ND;ND;ND;ND;ND;ND;CESAR ALONSO CUADROS GEORGE;8554201;usps-saba@hotmail.com
20023;MUNICIPIO DE SABANALARGA - ANTIOQUIA;ANTIOQUIA;SABANALARGA;7544;EL JUNQUITO;1|EN OPERACION;12/06/2008;12/06/2008;2009;5/02/2010;Municipio;3.98033615;-76.21435089;ND;1/04/2005;20/10/2011;8;440;2;SI;SI;SI;SI;NO;Ninguno;SI;Arena;NO;SI;6;ND;900;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;6;ND;ND;ND;ND;ND;ND;CESAR ALONSO CUADROS GEORGE;8554201;usps-saba@hotmail.com
2537;SECRETARIA DE INFRAESTRUCTURA Y SERVICIOS PUBLICOS DEL MUNICIPIO DE SUESCA;CUNDINAMARCA;BOJACA;7546;RELLENO SANITARIO NUEVO MONDO?EDO;1|EN OPERACION;13/06/2008;13/06/2008;2006;13/06/2008;Empresa;3.98033615;-76.21435089;2600;ND;3/06/1935;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;ZULLY CONSTANZA QUILAGUY SINTURA;8563160;alcaldia@suesca-cundinamarca.gov.co
20395;MUNICIPIO DE SUCRE;CAUCA;SUCRE;7619;LA ESMERALDA;1|EN OPERACION;17/06/2008;17/06/2008;2006;17/06/2008;Municipio;3.98033615;-76.21435089;1180;15/04/2005;ND;ND;ND;ND;SI;NO;SI;NO;NO;ND;NO;Tierra;NO;NO;1;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0.05;0;GILDARDO HOYOS HOYOS;8272815;alfonsosucre21@yahoo.es
979;MUNICIPIO DE MANI;CASANARE;MANI;7628;RELLENO SANITARIO;1|EN OPERACION;18/06/2008;18/06/2008;2006;18/06/2008;Municipio;3.98033615;-76.21435089;176;11/02/1988;4/10/2008;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;NO;NO;0.45;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0;0;JAVIER MONTOYA SALCEDO;6381015;alcaldia@mani-casanare.gov.co
20034;EMPRESA DE ACUEDUCTO;LA GUAJIRA;MANAURE;7655;ARROYO LIMON;1|EN OPERACION;19/06/2008;19/06/2008;2006;19/06/2008;Municipio;3.98033615;-76.21435089;ND;27/01/1999;ND;ND;ND;ND;SI;SI;SI;NO;NO;ND;NO;Arena;NO;NO;0;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0;0;ALBERTO MANUEL ARIAS DE LUQUE;7178025;empresatriplea@manaure-laguajira.gov.co
20684;MUNICIPIO DE SçCAMA CASANARE;CASANARE;SACAMA;7657;SABANA MUNEQUE;1|EN OPERACION;19/06/2008;19/06/2008;2010;22/11/2011;Municipio;3.98033615;-76.21435089;1272;1/01/1998;ND;14;690;2;SI;SI;SI;SI;NO;Sintetico;SI;Tierra;SI;SI;0.7;ND;1150;Relleno sanitario;ordinarios-;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0.1;0.1;HERNAN MORA RODRIGUEZ;6361145;sacamacaaaesp@yahoo.es
2516;UNIDAD ADMINISTRATIVA DE SERVICOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO;NORTE DE SANTANDER;PAMPLONA;7755;LA CORTADA;1|EN OPERACION;25/06/2008;25/06/2008;2008;25/05/2009;Empresa;3.98033615;-76.21435089;2475;ND;31/12/2006;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arena;NO;NO;0.8;ND;ND;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;8.3;8.3;VICTOR ARMANDO GAMBOA VELASCO;5670028;serviciospublicos@toledo-nortedesantander.gov.co
